Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,ARE,ATVI
8/31/2016,46.98,36.3,157.38,106.1,64.1,86.97,42.02,115,102.31,62.56,43.76,89.81,204.58,67.4,49.42,64.57,12.07,117.12,74.18,234.54,59.83,45.18,89.55,49.41,54.9,79.97,92.9,67.53,68.96,71.22,125.86,29.84,7.4,48.75,142.05,170.06,101.08,113.38,769.16,75.42,95.09,125.08,111.35,48.24,49.7,53.47,143.87138,62.31,110.09,41.37
9/1/2016,46.99,36.24,158.76,106.73,64.03,87.15,42.3,115.06,102.9,63.06,43.14,90.63,210.19,67.37,49.15,64.41,12.01,116.16,73.87,237.76,59.41,45.38,89.26,49.42,55.07,81.3,93.76,67.26,68.66,71.84,125.63,30.29,7.35,48.78,139.81,170.13,99.89,113.82,770.62,73.31,94.58,123.36,111.35,48.18,49.79,53.54,144.50005,62.33,109.99,42.15
9/2/2016,47,36.53,158.57,107.73,64.12,87.44,42.09,115.66,103.57,63.15,43.82,90.39,209.9,68.01,49.66,65.24,12.23,116.73,73.99,235.96,59.86,45.82,90.24,49.99,55.33,81.96,95.78,68.21,68.95,72.39,123.67,30.02,7.51,49.15,140.45,169.77,101.11,115.09,772.44,74.55,95.66,124.24,112.1,48.49,51.29,56.49,145.23041,62.58,111.85,42.8
9/6/2016,46.95,36.96,160.14,107.7,64.61,87.63,42.16,115.36,103.5,62.73,43.94,89.86,213.08,67.69,49.84,66.04,12.84,116.37,73.66,239.12,59.45,46.75,89.88,50.05,55.5,83.04,95.26,69,69.31,72.07,125.85,29.98,7.34,48.92,141.81,170.84,100.66,117.15,788.87,76.65,95.3,124.29,112.21,47.89,51.67,57.19,145.517,62.66,112.41,43.51
9/7/2016,47.11,38.75,161.88,108.36,64.97,87.75,41.9,115.12,103,61.65,44.02,89.96,215.7,68.6,50.02,66.05,13.03,116.47,73.53,238.42,59.37,46.85,90.13,50.45,54.08,82.95,96.29,71.03,69.44,70.89,125.09,29.91,6.84,48.74,147.71,170.63,100.76,116.83,784.48,79.68,95.21,125.85,112.27,47.98,55.13,57.18,145.517,62.87,114.52,43.38
9/8/2016,47.02,39.35,158.87,105.52,64.06,87.27,41.85,112.3,101.88,61.41,43.24,89.47,217.26,68.81,49.85,66.1,12.95,116.54,72.94,241.69,59.04,45.55,89.95,50.29,53.5,80.92,95.4,71.32,69.22,69.88,130.06,29.79,6.225,48.47,147.53,170.97,100.75,116.25,784.06,81.5,94.62,127.67,111.6,48.415,59.05,59.06,144.121,62.89,113.59,43.3
9/9/2016,44.88,38.49,152.96,103.13,63.36,85.31,41.01,110.39,99.38,59.62,42.02,86.57,208.66,66.84,48.06,63.71,12.33,115.55,72.4,236.39,58.67,43.83,89.23,49.17,52.5,76.82,91.79,68.86,67.96,66.83,124.92,28.86,5.9,47.78,144.01,166.55,99.41,110.19,760.14,79.14,92.61,126.89,108.93,45.54,59.4,57.77,140.09016,61.29,106.31,42.29
9/12/2016,45.75,38.34,153.37,105.44,64.08,86.95,41.42,112.76,100.32,60.62,42.96,88.14,216.49,67.35,48.86,64.71,12.59,116.22,73.42,240.23,58.99,44.53,90.3,50.19,53.09,77.44,93.12,69.79,68.48,67.38,129.29,29.59,5.94,48.5,147.68,172.04,101.52,111.27,771.49,81.54,93.53,128.58,111.11,46.505,59.9,57.79,139.21188,62.17,108.82,43.46
9/13/2016,44.9,37.37,151.18,107.95,63.34,85.25,40.64,110.53,98.77,60.45,42,86.69,213.41,65.78,48.1,63.81,12.39,113.99,71.83,240.1,58.23,43.3,88.47,49.62,51.87,76.09,91.98,68.32,67.92,66.58,126.79,29.38,5.74,47.91,144.76,169.3,99.24,108.11,761.01,81.15,92.34,124.57,109.57,45.8,57.51,57.59,136.55856,61.61,104.43,43.41
9/14/2016,44.86,36.39,150.72,111.77,63.34,83.85,40.81,109.8,98.79,60.92,41.98,86.69,213.21,65.51,48.49,64.02,12.32,112.81,71.8,244.81,58.08,43.68,87.33,49.42,51.65,75.72,92.35,66.65,67.39,66.09,129.42,29.43,6.04,47.51,143.91,170.14,99.21,108.37,761.09,79.76,92.4,123.29,108.98,45.855,56.75,55.62,135.73575,61.78,105.18,43.66
9/15/2016,45.44,36.41,148.94,115.57,63.35,84.2,41.12,110.72,99.62,62.65,42.28,87.48,215.4,67.39,48.65,64.3,12.55,114.43,72.34,246.44,58.59,43.84,87.88,50.02,51.38,77.25,92.93,66.81,67.82,66.85,129.7,30.15,6.02,47.6,146.74,172.64,100.92,109.08,769.69,81.25,93.58,124.34,110.31,46.64,58.7,56.93,135.51387,62.79,105.67,44.59
9/16/2016,44.79,35.49,148.11,114.92,63.27,84.11,41.87,109.88,98.93,62.05,42.03,86.75,214.48,67.6,49.38,64.81,12.54,115.06,71.34,245.19,57.9,43.78,87.86,49.65,50.98,76.73,93.84,65.7,67.41,66.25,131.46,30.05,6.05,46.77,144.55,172.96,99.31,108,778.52,81.98,91.92,125.52,109.4,46.07,58.56,57.52,134.79276,62.95,106.25,44.42
9/19/2016,44.95,35.44,148.44,113.58,62.91,83.26,41.68,110.5,99.68,62.46,42.18,86.56,216.04,68.13,50.04,65.42,12.7,114.83,72.02,245.29,57.84,44.17,89.62,49.9,51.62,77.64,94.13,65.69,67.46,67.37,131.18,30.3,6.16,47.09,145.19,171.38,99.96,109.2,775.1,83.54,92.12,126.32,109.98,46.58,57.85,57.52,135.71725,63.76,108,44.12
9/20/2016,45.71,35.15,145.89,113.57,63.28,82.08,41.58,110.7,100.62,62.34,42.15,87.79,213.74,68.79,50.1,65.01,12.78,114.63,72.45,238.67,57.84,44.64,89.3,50.08,51.36,76.79,93.7,65.5,67.87,67.36,131.73,30.39,6.17,46.78,142.85,173.38,99.37,108.65,780.22,81.02,92.06,125.76,110.31,46.64,57.49,58.28,135.96687,64.13,108.06,44.13
9/21/2016,46.04,34.67,146.33,113.55,64.1,83.02,41.92,111.7,107.78,63.3,42.81,88.88,215.63,71.69,51.14,66.19,13.1,116.69,73.5,238.41,58.09,45.38,90.7,50.66,52.21,80.19,95.34,66.7,68.66,67.88,130.36,30.57,6.29,47.33,144.63,173.85,100.86,110.1,789.74,81.79,93.22,128.59,112.11,47.43,60.89,61.06,137.5108,64.9,110.36,44.67
9/22/2016,46.67,35.25,149.15,114.62,65.08,83.59,42.22,113.66,107.92,63.68,42.98,89.46,218.06,72.35,51.41,66.6,13.19,116.93,73.52,243.43,58.99,46.58,91.28,51.1,52.43,81.2,95.67,66.04,68.94,69.05,133.69,30.29,6.37,48.11,147.29,175.62,100.89,112.28,804.7,82.95,93.21,128.42,113.36,48.45,61,61.21,136.96533,65.68,113.03,44.51
9/23/2016,46.61,35.55,149.24,112.71,64.98,83.33,42.19,113.09,107.47,63.23,42.47,88.47,216.99,71.67,51.7,66.66,13.26,115.63,72.74,243.94,58.73,46.95,90.14,50.68,52.25,80.75,94.13,65.77,68.49,68.67,127.22,29.66,6.55,47.37,144.43,174.8,99.64,112.99,805.75,83.61,92.3,126.56,112.15,48.44,60.02,59.5,136.32744,64.42,113.39,44.36
9/26/2016,46.57,34.93,150.1,112.88,64.07,82.72,41.68,113.73,107.26,62.28,41.9,88.19,211.44,71.08,51.48,66.36,13.12,114.93,72.02,238.68,58.25,47.59,89.94,50.42,51.76,81.7,93.09,64.6,68.39,68.25,124.51,29.35,6.32,47.05,141.16,173.53,97.86,112.69,799.16,81.85,91.42,125.08,111.62,48.105,59.94,58.54,137.15024,64.04,113.81,43.98
9/27/2016,46.7,36,151.01,113.09,64.57,83.25,42.33,116.13,109.7,63.81,41.89,88.95,213.47,71.9,50.56,65.5,13.08,115.74,72.42,239.36,58.51,47.16,90.71,50.8,52.65,82.75,94.44,65.99,68.98,68.94,125.98,29.64,6.54,47.57,141.72,171.63,98.37,112.58,816.11,82.89,91.84,126.3,112.4,49.265,59.59,58.27,137.60324,64.5,112.54,44.21
9/28/2016,47.18,35.84,149,113.95,64.22,83.2,42.29,116.65,109.49,63.93,41.85,87.45,214.21,72.65,50.36,65.36,13.15,116.26,72.47,237.79,59.5,47.38,91.77,50.97,52.28,84.87,94.6,66.2,69.1,69.41,123.76,29.74,6.59,47.98,143.66,169.71,99.15,112.63,828.72,82.86,91.94,127.37,112.28,49.545,63.7,61.27,138.47227,64.98,112.8,44.16
9/29/2016,46.41,35.82,146.74,112.18,62.82,81.25,41.44,121.64,107.8,63.74,41.53,87.21,212.95,71.59,49.6,64.5,12.9,115.03,71.56,230.8,58.4,46.6,91.47,50.32,52.41,83.15,92.41,65.31,68.64,68.26,120.06,29.58,6.67,47.23,140.61,165.45,97.42,113.48,829.05,77.57,91,124.93,110.92,48.955,63.74,62.58,139.14716,64.68,109.79,44.21
9/30/2016,47.09,36.61,149.12,113.05,63.07,80.78,42.29,122.17,108.54,64.45,42.17,88.2,214.53,72.33,49.18,64.21,12.85,115.45,71.87,230.31,59.34,45.91,92.25,50.87,52.99,85.49,93.75,65.86,69.18,68.91,122.54,30.15,6.91,47.78,144.7,166.81,99.77,113.33,837.31,79.56,92.61,125.31,112.49,49.395,63.87,63.36,138.98999,64.92,108.77,44.3
10/3/2016,47.14,37.7,146.94,112.52,63.23,80.12,42.55,120.86,108.45,64.25,42.9,87.63,216.9,71.18,48.63,63.51,12.47,114.72,71.57,232.75,58.92,44.72,90.54,50.46,53.71,84.83,90.21,67.09,68.4,68.17,122.14,29.92,6.95,47.43,146.4,167.34,100.83,112.25,836.74,79.43,91.87,122.9,112.01,49.81,63.95,63.42,140.57,64.4,106.31,44.1
10/4/2016,46.83,37.63,146.54,113,63,80.53,42.1,118.24,108.39,64.24,42.79,87.17,212.71,71.42,47.38,62.18,11.95,114.77,71.5,235.78,59.08,43.97,90.4,50.28,54.64,82.62,89.46,68.71,67.84,67.38,123.41,29.61,6.97,47.13,147.07,167.55,101.03,110.61,834.03,80.24,91.74,122.44,111.38,50.16,63.79,63.47,137.32,64.3,105.53,44.13
10/5/2016,47.15,37.87,148.93,113.05,63.39,80.03,42.74,118.21,108.8,64.68,43.27,87.58,216.28,73.21,47.71,62.18,11.86,114.98,71.9,235.71,59.9,42.23,90.94,50.42,55.98,83.44,89.48,68.31,67.81,67.55,125.51,29.94,6.78,48.12,152.79,167.24,103.19,107.44,844.36,82.41,92.38,122.07,111.75,50.865,64.65,64.14,136.98,64.9,103.44,44.53
10/6/2016,47.3,38.17,148.71,113.89,62.83,80.14,42.97,118.52,108.56,64.74,43.16,87.56,214.05,72.83,47.59,62.25,11.66,113.99,72.07,237.41,59.95,42.01,89.94,50.76,54.86,83.64,89.44,69.09,67.77,67.95,122.89,29.89,6.96,48.19,154.44,166.9,102.81,108.51,841.66,81.28,92.11,122.35,113.18,51.41,64.09,63.85,137.03,65.52,104.03,43.99
10/7/2016,47.38,37.73,148.13,114.06,62.93,79.39,42.97,116,108.64,64.42,42.65,87.37,208.93,72.01,47.43,61.79,11.59,113.72,71.38,238.92,60.06,41.96,89.93,50.57,54.95,82.37,89.68,68.11,68.43,66.88,125.05,29.75,6.75,47.74,153.06,167.5,101.16,108.51,839.43,79.98,91.4,121.9,112.5,49.97,63.33,63.46,135.08,65.37,103.88,43.92
10/10/2016,47.69,38.89,148.06,116.05,63.31,79.64,43.5,117.46,109.24,63.35,43.27,87.77,208.78,72.21,47.7,62.21,11.67,114.71,71.68,242.65,60.44,42.36,90.8,50.53,55.31,83.48,91.08,69.91,68.49,67.28,126.05,29.38,6.84,47.54,151.27,168.31,101.62,109.43,841.71,80.31,91.57,124.8,111.97,50.09,64.16,64.39,135.4,64.86,104.2,43.79
10/11/2016,45.69,38.2,146.76,116.3,62.39,79.61,41.16,116.97,107.37,62.1,42.34,86.09,208.25,70.17,46.88,61.34,11.52,112.07,70.98,237.95,59.86,42.28,90.5,49.82,54.13,81.72,89.61,69.33,68.2,66.23,121.77,28.64,6.5,46.4,146.64,164.32,99.69,108.94,831,81.27,91.15,121.9,109.85,49.54,62.87,63.72,132.65,64,101.92,42.9
10/12/2016,45.47,37.38,147.96,117.34,61.21,80.61,40.98,117.62,108.05,61.19,42.39,86.87,208.27,70.33,47.59,62,11.67,110.37,71.62,230.54,60.44,42.68,91.13,50.47,54.28,81.15,90.26,70.43,69.04,67.03,118.75,28.64,6.62,46.24,145.81,163.88,100.09,111.54,834.09,80.74,91.86,120.85,110.7,49.86,62.71,63.93,132.81,63.96,103.25,43.33
10/13/2016,45.16,39.24,146.78,116.98,61.15,80.38,40.98,118.11,108.01,60.71,42.25,86.89,206.84,69.29,48.04,62.53,11.73,109.78,70.61,232.36,59.59,43.11,90.09,50.07,54.45,80.44,90.95,72.96,69.09,66.54,119.61,27.86,6.49,45.7,142.63,164.29,98.7,112.7,829.28,81.76,91.75,121,110.19,49.29,62.07,64.07,132.26,63.3,103.9,43.16
10/14/2016,45.08,38.65,146.64,117.63,60.17,79.79,40.79,118.25,107.84,62.06,42.13,87.56,209.77,69.46,48.03,62.3,11.57,109.64,70.96,227.55,59.86,42.79,90.98,50.24,54.66,80.86,90.88,72.31,69.33,67.69,118.34,28.07,6.75,45.84,142.34,161.9,97.08,113.35,822.96,81.66,91.15,121.09,110.69,48.93,61.77,63.37,132.65,63.56,103.87,43.69
10/17/2016,45.15,38.58,143.27,117.55,60.14,79.74,40.59,116.85,107.49,61.7,41.85,87.24,206.45,68.85,48.18,62.97,11.71,108.49,70.62,223.99,60.29,43.09,91.26,49.91,54.94,81.26,89.79,71.94,69.34,68.34,119.47,27.8,6.67,45.45,139.82,162.62,96.4,113.34,812.95,80.47,90.97,118.28,109.97,49.36,61.85,62.51,132.28,63.05,104.16,43.53
10/18/2016,45.44,39.35,142.99,117.47,61.55,81.09,41.17,117.53,108.42,62.14,41.98,87.38,211.07,70.13,48.91,63.37,11.87,111.43,70.3,227.94,60.49,42.93,91.3,50.02,55.92,81.66,90.41,72.11,69.29,67.9,121.34,28.02,6.73,45.65,141.39,162.8,97.13,114.15,817.65,81.44,91.39,123.15,110.59,49.2,62.83,62.97,133.82,63.21,105.05,44.18
10/19/2016,46.02,40.63,142.23,117.12,61.43,80.35,40.01,116.82,108.39,61.91,42.22,87.43,214.78,70.78,48.7,63.19,12.12,111.06,70.54,228.91,60.71,43.33,83.65,50.02,56.62,82.59,91.01,73.46,69.43,67.2,120.31,28.32,6.77,45.67,141.78,161.08,98.09,115.32,817.69,79.82,91.5,123.83,110.7,48.8,64.32,63.93,133.91,64.71,105.28,43.79
10/20/2016,46.05,40.59,141.3,117.06,61.76,80.74,40.74,116.05,109.03,63.47,42.18,86.84,204.77,71.13,48.62,62.91,12.05,110.93,69.76,233.08,60.07,43.34,83.39,49.18,56.73,83.02,91.53,75.29,68.23,67.28,122.47,28.38,6.96,45.47,140.98,161.5,97.85,114.83,810.32,80.85,91.19,124.03,110.02,48.46,63.48,63.76,134.39,66.43,106.32,44.32
10/21/2016,45.57,39.9,141.93,116.6,60.98,80.02,40.5,115.59,109.03,62.91,42.32,86.72,199.95,71.18,48.47,62.48,12.02,111.25,69.38,230.47,60,43.38,82.81,48.97,57.67,82.2,89.5,74.56,67.55,67.18,120.26,28.43,6.52,45.25,141.37,158.51,97.57,115.71,818.99,81.8,91.11,123.5,109.55,48.09,62.19,63.54,134.44,65.96,106.75,44.54
10/24/2016,45.85,39.83,141.1,117.65,61.12,80.04,40.41,115.8,110.81,64.02,42.51,87.67,206.49,72.22,48.65,63.03,12.05,112.02,70.02,225.93,60.32,43,82.89,48.55,58.84,83.36,89.26,73.61,67.72,67.76,121.61,29.15,7.005,45.12,142.71,158.76,97.98,116.75,838.09,81.9,92.38,124.49,110.03,48.38,61.58,62.99,134.81,65.99,106.72,45.47
10/25/2016,43.51,39.69,143.81,118.25,61.55,80.39,40.19,115.27,109.03,64.06,42.53,87.5,203.9,71.36,49.03,63.46,12.02,111.64,69.64,225.29,60.55,42.92,82.25,48.37,59.07,82.1,87.5,72.4,67.61,65.52,121.41,28.86,7.5,44.8,141.77,157.895,97.23,116.75,835.18,82.8,91.12,124.5,107.79,46.74,60.57,61.05,133.51,65.19,107.34,45.06
10/26/2016,43.37,39.32,143.96,115.59,61.02,79.37,39.96,115.45,107.97,63.44,43.28,87.19,202.88,70.66,49.1,63.53,12,111.01,69.8,221.99,61.11,43.13,81.93,48.51,67.7,81.09,84.52,71.13,67.94,65.59,121.59,28.85,7.29,44.83,140.98,158.99,90.13,115.67,822.59,84.33,91.1,124.17,108.19,45.39,61.68,60.9,132.98,65.53,106.16,44.44
10/27/2016,43.38,39.91,139.22,114.48,61.46,79.5,40.29,115.46,107.07,63.27,43.08,86.66,202.56,70.58,48.74,63.19,11.82,110.83,70.21,221.52,61.42,42.11,80.17,48.1,68.81,82.05,84.14,71.12,67.59,62.84,131.37,28.86,7.11,44.19,138.92,160.57,90.89,115.4,818.36,83.21,90.79,123.49,108.42,44.9,61.7,61.42,133.4,65.37,105.12,43.72
10/28/2016,43.22,40.06,140.2,113.72,57.6,69.14,39.54,115.67,107.6,63.53,43.59,87.16,203.83,71.86,48.87,63.41,11.65,107.39,68.51,213.44,61.28,42.85,79.98,48.33,69.91,82.91,85.17,71.78,67.53,63.59,135.59,28.66,7.2,44.13,137.84,145.18,89.23,116.13,776.32,83.52,91.4,121.62,111.3,44.99,60.72,61.46,133.81,65.49,104.91,43.32
10/31/2016,43.57,40.6,140.08,113.54,55.78,70.32,39.24,116.24,107.51,64.1,43.57,87.06,204.47,72.28,49.95,64.84,11.77,107.35,68.87,208.94,61.7,44.07,80.52,48.23,69.47,83.55,85.92,72.22,67.9,63.84,130.5,29.08,7.23,44.1,132.66,141.16,88.39,117.19,789.82,84.97,91.35,121.86,110.83,45.17,59.48,59.44,133.42,65.93,107.81,43.17
11/1/2016,43.49,39.8,139.79,111.49,56.45,69.79,39.05,116.14,106.87,63.6,46.75,86.92,201.74,70.1,49.17,63.38,11.65,105.82,68.39,208.65,60.68,43.63,79.36,47.65,68.1,82.9,84.56,71.43,67.21,63.46,131.42,28.9,7.09,44.89,134.34,140.76,87.7,115.15,785.41,83.17,89.96,117.42,108.81,44.72,59.53,59.95,132.26,66.02,107.35,42.6
11/2/2016,43.26,39.71,138.14,111.59,56.79,75.96,38.7,118.61,105.89,63.66,47.26,89.98,200.03,68.68,48.65,62.61,11.46,105.7,68.39,197.89,60.55,43.93,78.72,47.35,67.31,82.25,85.21,70.96,67.34,63.35,127.74,28.59,6.76,44.1,131.57,138.7,86.76,112.91,765.56,79.94,89.52,122.99,107.54,44.02,59.46,60.14,133.55,65.11,104.55,42.6
11/3/2016,43.66,39.38,138.85,109.83,55.89,72.32,38.38,116.95,107.17,63.85,47.43,89.33,200.05,67.61,49.07,62.92,11.75,105.2,68.84,188.82,58.15,43.75,80.38,47.67,66.52,83.8,86.08,69.66,68.09,63.29,127.52,28.27,6.7,44.26,132.86,135.22,87.55,113.27,767.03,79.66,83.49,120.03,108.48,43.81,55.52,60.25,133.09,64.89,102.5,43.37
11/4/2016,44.32,39.74,136.19,108.84,56.04,70.47,39.09,117.23,106.2,63.43,46.92,89.08,199.8,69.44,49.36,62.4,12.11,106.1,68.56,195,57.38,44.33,79.73,47.48,65.81,83.48,85.73,70.26,66.72,63.64,129,28.22,6.56,44.39,132.29,135.4,87.77,112.98,755.05,79.92,83.62,119.29,107.79,44.86,56.14,58.62,133.37,64.91,103,41.7
11/7/2016,45.71,41.49,137.54,110.41,58.91,71.93,39.86,119.97,108.66,64.36,47.05,90.6,203.79,72,50.81,63.24,12.41,109.74,69.59,199.45,59.28,44.2,79.98,48.57,66.52,86.28,87.86,72.57,66.86,65.42,120.05,29.33,6.96,44.86,133.03,139.21,91.2,115.19,784.93,80.43,85.77,123.49,111.39,45.57,57.45,60.21,137.08,66.54,106.03,41.09
11/8/2016,45.62,41.7,137.67,111.06,58.81,69.03,39.83,119.81,108.39,64.85,47.72,91.15,201.55,72.69,51.21,63.23,12.43,112.77,70.09,195.8,59.5,44.86,80.09,48.93,66.37,82.75,88.79,72.71,67.58,65.71,119.35,29.51,7,45.41,131.75,138.45,90.73,115.93,787.75,79.96,86.94,126.84,112.15,45.99,56.93,59.73,136.93,66.81,107.08,41.01
11/9/2016,45.94,42.41,140.33,110.88,62.64,75.61,40.07,117.21,107.86,64.97,46.28,90.9,207.32,72.63,49.05,61.25,12.01,118.02,71.6,212.9,60.93,43.53,82.02,49.9,66.53,80.42,90.88,73.18,68.17,66.75,127.16,29.13,6.94,46.8,139.32,146.42,102,109.22,771.88,83.24,88.33,128.75,110.93,47.58,58.02,61.19,137.22,67.35,109.06,40.15
11/10/2016,47.03,42.3,145.82,107.79,64,79.59,40.61,120.33,104.08,64.25,45.18,91.39,209.79,73.49,47.8,59.74,11.47,119.9,73.25,216.39,63.21,42.28,83.49,51.2,66.22,81.52,90.6,74.97,69.45,69.11,126.88,28.18,6.295,47.92,147.73,151.57,109.89,105.71,742.38,84.61,87.54,133.86,112.74,48.31,58.32,61.87,139.98,66.47,105.93,38.7
11/11/2016,46.37,42.93,145.02,108.43,63.1,78.92,40.14,119.18,103.68,65.32,41.73,91.08,211.72,73.81,47.77,59.99,11.26,119.28,72.61,207.57,63.32,41.97,82.99,51.54,65.45,80.43,91.54,75.23,69.64,69.31,113.62,28.82,6.685,47.28,144.33,149.04,110.85,105.71,739.01,85.38,88.9,133.68,110.49,48.06,57.72,61.04,138.54,66.63,104.46,39.41
11/14/2016,45.33,43.4,142.9,105.71,62.97,81.33,39.2,117.25,102.42,66.46,42.88,91.89,210.8,73.55,48.62,58.72,11.22,123.98,72.28,202.1,64.45,42.8,86.01,52.12,65.44,77.08,90.22,77.83,70.69,68.59,118.89,28.99,6.79,47.84,143.44,146.42,114.26,102.57,719.07,86.31,90.61,138.6,110.19,47.56,58.93,60.5,137.98,66.63,106.24,37.77
11/15/2016,45.4,44.76,164.33,107.11,62.87,79.53,39.81,115.99,103.66,68.21,43.49,92.34,210.14,75.15,49.27,59.46,11.54,123.59,72.5,196.44,64.6,41.03,86,51.07,65.47,80.12,93.95,78.24,71.3,68.77,120.36,29.61,6.97,48.07,142.78,147.06,114.22,103.49,743.24,86.03,91.26,138.42,110.13,47.53,63.39,62.56,138.14,67.13,106.6,38.53
11/16/2016,46.18,44.45,162.98,109.99,61.54,78.86,39.95,117.32,104.08,67.88,43.26,93.27,210.71,77.57,48.47,58.99,11.35,123.3,71.83,195.54,64.1,40.76,86.35,50.86,65.9,81.55,94.04,77.77,70.72,67.57,122.51,30.02,7.67,47.46,142.93,147.23,114,105.43,746.49,85.74,92.88,138.39,109.97,46.95,62.45,61.94,138.74,67.8,106.9,38.97
